file,score,high_confidence,categories,hits,line_count,bytes,source_path,raw_copy
260402_軸の定義と整理.md,1632,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Alias:30; alias:30; Command:17; Scope:15; Undo:15; scope:15; 整合:11; ViewState:10; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 属性:3; 循環:3; folder world:2; migration:2; データモデル:2; 検証:2; schema:1; データ構造:1,656,33679,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260402_軸の定義と整理.md,raw_conversations/260402_軸の定義と整理.md
260403_AI_Infra_Design_for_M3E.md,1629,yes,scope-alias|mutation|validation|schema|ui-state|llm-transport|attrs|storage,Alias:51; alias:51; Command:17; Scope:15; Undo:15; scope:15; ViewState:10; 整合:10; Redo:6; スキーマ:6; コンテクスト:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; 検証:2; schema:1; データ構造:1,1264,70712,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260403_AI_Infra_Design_for_M3E.md,raw_conversations/260403_AI_Infra_Design_for_M3E.md
260404_評価と比較の分離.md,1624,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Alias:30; alias:30; Command:17; Scope:15; Undo:15; scope:15; 整合:11; ViewState:10; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; 検証:2; schema:1; データ構造:1,670,35782,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260404_評価と比較の分離.md,raw_conversations/260404_評価と比較の分離.md
260304_KGFのOS構造.md,1438,no,scope-alias|mutation|validation|schema|llm-transport|attrs|ui-state|storage,Alias:29; alias:29; Command:15; 整合:13; Scope:12; scope:12; Undo:11; Redo:5; コンテクスト:5; スキーマ:5; folder world:4; データモデル:3; 圧縮:3; Model.apply:2; ViewState:2; 属性:2; 循環:2; 検証:2; migration:1; データ構造:1,1034,36776,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_KGFのOS構造.md,raw_conversations/260304_KGFのOS構造.md
260304_KGFとフレームワーク.md,1304,no,scope-alias|mutation|schema|validation|llm-transport|ui-state|attrs|storage,Alias:28; alias:28; 整合:11; Undo:9; Command:7; Scope:7; ViewState:7; scope:7; コンテクスト:5; スキーマ:5; データモデル:5; Redo:4; データ構造:3; 圧縮:3; 属性:3; folder world:2; Model.apply:1; migration:1; 循環:1,880,32332,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_KGFとフレームワーク.md,raw_conversations/260304_KGFとフレームワーク.md
260304_Manusでプロトタイプ作成.md,1073,no,scope-alias|mutation|validation|llm-transport|schema|attrs|ui-state,Alias:28; alias:28; Undo:11; 整合:10; Scope:6; scope:6; コンテクスト:5; スキーマ:4; Redo:3; folder world:3; データモデル:3; 圧縮:3; 循環:3; 属性:2; Command:1; ViewState:1; データ構造:1; 検証:1,641,29694,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_Manusでプロトタイプ作成.md,raw_conversations/260304_Manusでプロトタイプ作成.md
260311_Agent開発の基本.md,1011,no,scope-alias|mutation|validation|llm-transport|schema|attrs|ui-state|storage,Alias:21; alias:21; 整合:9; Scope:8; scope:8; Command:7; Undo:7; コンテクスト:5; スキーマ:5; Redo:3; 圧縮:3; ViewState:2; folder world:2; データモデル:2; 属性:2; Model.apply:1; Validate:1; migration:1; データ構造:1; 循環:1,979,46021,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260311_Agent開発の基本.md,raw_conversations/260311_Agent開発の基本.md
260312_Obsidian_Canvas_ラッピング.md,823,no,scope-alias|mutation|validation|ssot|attrs|llm-transport|schema|storage,Scope:15; scope:15; Alias:11; alias:11; 整合:10; Command:6; Undo:6; 正本:6; Redo:4; 検証:3; コンテキスト:2; メタデータ:2; folder world:1; migration:1; スキーマ:1; データモデル:1; 属性:1; 通信:1,642,21386,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260312_Obsidian_Canvas_ラッピング.md,raw_conversations/260312_Obsidian_Canvas_ラッピング.md
260312_EdrawMindラッピング検討.md,778,no,scope-alias|validation|mutation|ssot|attrs|schema|storage|llm-transport|ui-state,Alias:14; alias:14; 整合:14; 正本:9; Undo:8; 検証:5; Redo:4; Command:3; Scope:3; scope:3; migration:2; データモデル:2; 属性:2; ViewState:1; スキーマ:1; メタデータ:1; 通信:1,452,20079,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260312_EdrawMindラッピング検討.md,raw_conversations/260312_EdrawMindラッピング検討.md
260304_構造と文章の相互変換.md,720,no,validation|scope-alias|llm-transport|schema|attrs|mutation,検証:21; 整合:11; Alias:10; alias:10; コンテキスト:8; 圧縮:4; metadata:2; データモデル:2; データ構造:2; 循環:2; パッチ:1; メタデータ:1,2181,88586,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_構造と文章の相互変換.md,raw_conversations/260304_構造と文章の相互変換.md
260312_Wisemapping_ラップ検証.md,712,no,scope-alias|validation|mutation|ssot|schema|ui-state|storage|attrs|llm-transport,Alias:10; alias:10; 整合:10; 検証:9; 正本:9; Undo:7; Redo:6; Scope:3; ViewState:3; scope:3; Command:2; migration:2; スキーマ:2; データモデル:1; 属性:1; 通信:1,351,16887,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260312_Wisemapping_ラップ検証.md,raw_conversations/260312_Wisemapping_ラップ検証.md
260313_M3E_Obsidianファイル構造.md,382,no,scope-alias|mutation|ssot|ui-state|attrs|llm-transport|schema|storage,Alias:7; alias:7; Command:6; Scope:6; scope:6; Redo:3; Undo:3; ViewState:2; 正本:2; metadata:1; migration:1; schema:1; コンテキスト:1,556,12767,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260313_M3E_Obsidianファイル構造.md,raw_conversations/260313_M3E_Obsidianファイル構造.md
260313_雑多.md,324,no,mutation|scope-alias|schema|ssot|ui-state|validation|attrs,Command:10; 正本:3; Alias:2; Scope:2; Undo:2; ViewState:2; alias:2; scope:2; データ構造:2; 整合:2; Model.apply:1; schema:1; 属性:1,462,19140,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260313_雑多.md,raw_conversations/260313_雑多.md
260313_ReactとCanvasの実装方針.md,296,no,mutation|scope-alias|ui-state|validation|llm-transport|schema,Command:8; ViewState:5; Redo:4; Undo:4; 整合:4; Scope:3; scope:3; データモデル:1; 圧縮:1,713,27966,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260313_ReactとCanvasの実装方針.md,raw_conversations/260313_ReactとCanvasの実装方針.md
260313_Xiaomiセンサー表示機実装.md,147,no,llm-transport|schema|ui-state|mutation|storage,通信:7; ViewState:2; Command:1; migration:1; スキーマ:1; データモデル:1,645,18489,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260313_Xiaomiセンサー表示機実装.md,raw_conversations/260313_Xiaomiセンサー表示機実装.md
260304_タイムボクシング連携.md,128,no,scope-alias|validation|attrs|mutation|schema,属性:3; 整合:3; Alias:2; alias:2; Command:1; Undo:1; データモデル:1; 循環:1,266,13362,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_タイムボクシング連携.md,raw_conversations/260304_タイムボクシング連携.md
260308_AIと研究のギャップ.md,113,no,scope-alias|validation|schema|attrs|llm-transport,整合:3; Scope:2; scope:2; データ構造:2; 圧縮:1; 属性:1,448,43730,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260308_AIと研究のギャップ.md,raw_conversations/260308_AIと研究のギャップ.md
260327_Freeplane_フォークの現実性.md,70,no,llm-transport|mutation|schema|ui-state|validation,Command:1; ViewState:1; データ構造:1; 圧縮:1; 整合:1; 通信:1,379,22756,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260327_Freeplane_フォークの現実性.md,raw_conversations/260327_Freeplane_フォークの現実性.md
260305_アプリ仕様とフレームワーク.md,52,no,scope-alias|mutation|schema|validation,Alias:1; Undo:1; alias:1; データモデル:1; 整合:1,58,2838,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260305_アプリ仕様とフレームワーク.md,raw_conversations/260305_アプリ仕様とフレームワーク.md
260310_意思決定の高速化.md,9,no,validation,整合:1,214,11169,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260310_意思決定の高速化.md,raw_conversations/260310_意思決定の高速化.md
260304_Miro_Mind_Map_API.md,0,no,,,49,2592,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_Miro_Mind_Map_API.md,raw_conversations/260304_Miro_Mind_Map_API.md
260312_ライセンスと公開障害.md,0,no,,,158,5593,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260312_ライセンスと公開障害.md,raw_conversations/260312_ライセンスと公開障害.md
